,E_Equipment Serial Number,E_OEM Nameplate SN
13484,899003,899003
13485,179251,GT6
13486,809245,809245
13487,295718,295718
13488,244547,244547
13489,801318,801318UK
13490,295209,295209
13491,804949,804949
13492,808771,808771
13493,802732,17A1421-1
13494,244803,560510
13495,806786,806786UK
13496,812342,109173
13497,800031,800031UK
13498,281657,281657
13499,821131,7232269
13500,802114,802114UK
13501,803319,803319UK
13502,803943,803943UK
13503,803494,803494UK
13504,812438,481559
13505,803402,803402UK
13506,804296,804296UK
13507,807163,807163UK
13508,802360,802360UK
13509,225943,225943
13510,802994,802994UK
13511,805961,805961UK
13512,802258,802258UK
13513,T041,GT041
13514,803280,803280UK
13515,802384,802384UK
13516,802965,802965UK
13517,800029,800029UK
13518,801317,801317UK
13519,810031,307959
13520,805705,805705UK
13521,803439,803439UK
13522,802826,802826UK
13523,808311,808311UK
13524,803197,803197UK
13525,808437,260340
13526,803941,803941UK
13527,802119,802119UK
13528,EGG0148,T720
13529,807467,807467UK
13530,805773,805773UK
13531,809042,809042
13532,801814,801814UK
13533,179448,179448
13534,807834,807834UK
13535,802797,802797UK
13536,807115,807115UK
13537,804745,804745UK
13538,T223,T223
13539,807255,807255UK
13540,804209,804209UK
13541,T092,GT092
13542,800668,800668UK
13543,214290,214290
13544,807676,807676UK
13545,T118,T118
13546,802550,802550UK
13547,890180,890180
13548,214433,214433
13549,807472,807472UK
13550,EGG0287,XEGG0287
13551,802373,802373UK
13552,800905,800905UK
13553,298420,298420
13554,802757,802757UK
13555,807168,807168UK
13556,802214,802214UK
13557,801460,801460UK
13558,807268,807268UK
13559,805036,805036
13560,179441,T13
13561,802215,802215UK
13562,298620,298620
13563,803841,803841UK
13564,803386,803386UK
13565,803704,803704UK
13566,807835,807835UK
13567,812026,48263
13568,299403,299403
13569,820706,191415
13570,803881,803881UK
13571,806220,806220UK
13572,800109,800109UK
13573,T647,T647
13574,802351,802351UK
13575,807365,807365UK
13576,803495,803495UK
13577,807929,807929UK
13578,802115,802115UK
13579,812648,812648
13580,800479,800479UK
13581,804663,804663UK
13582,802404,802404UK
13583,808402,260166-1
13584,802344,802344UK
13585,802124,802124UK
13586,900258,GT013
13587,179519,179519
13588,821910,191381
13589,900075,900075
13590,804286,804286UK
13591,802760,802760UK
13592,802212,802212UK
13593,802794,802794UK
13594,800328,800328UK
13595,820705,191511
13596,802876,802876UK
13597,802398,802398UK
13598,807126,807126UK
13599,802043,802043UK
13600,802408,802408UK
13601,800572,800572UK
13602,806413,806413UK
13603,820565,7232281
13604,127690,127690
13605,820891,191700
13606,802040,802040UK
13607,297642,297642
13608,806031,806031UK
13609,803914,803914UK
13610,214050,214050
13611,807244,807244UK
13612,226223,226223
13613,802014,802014UK
13614,801399,801399UK
13615,802375,802375UK
13616,805515,805515UK
13617,802145,802145UK
13618,127629,127629
13619,812773,481767
13620,807269,807269UK
13621,THM0024,XTHM0024
13622,807112,807112UK
13623,807587,807587UK
13624,812246,185117
13625,821299,191523
13626,807690,807690UK
13627,803578,803578UK
13628,850169,850169
13629,804105,804105UK
13630,802120,802120UK
13631,802217,802217UK
13632,821708,335101
13633,808308,808308UK
13634,179481,179481
13635,805120,805120UK
13636,807270,807270UK
13637,803830,803830UK
13638,850072,850072
13639,808187,808187UK
13640,819815,GTG 45
13641,127713,127713
13642,802543,802543UK
13643,821180,557135
13644,812178,185176
13645,295908,295908
13646,147780,147780
13647,808800,481654
13648,803913,803913UK
13649,802547,802547UK
13650,820466,191613
13651,802399,802399UK
13652,800032,800032UK
13653,179447,179447
13654,802795,802795UK
13655,803166,803166UK
13656,EGG0217,140520
13657,805138,805138UK
13658,805971,805971UK
13659,807125,807125UK
13660,821303,192481
13661,812052,191405
13662,802564,802564UK
13663,803635,803635UK
13664,299094,299094
13665,890230,890230
13666,806696,806696UK
13667,803565,803565UK
13668,820491,191536
13669,807413,807413UK
13670,805122,805122UK
13671,821064,192426
13672,809362,260122-1
13673,298724,298724
13674,812516,138174
13675,295363,295363
13676,800113,800113UK
13677,803587,803587UK
13678,807041,807041UK
13679,225981,225981
13680,95075,95075
13681,179437,T15
13682,802313,802313UK
13683,807164,807164UK
13684,802472,802472UK
13685,801983,801983UK
13686,179109,179109
13687,802709,802709UK
13688,820950,191285
13689,800400,800400UK
13690,850238,850238
13691,245135,245135
13692,179331,179331
13693,812231,481514
13694,808192,808192UK
13695,804594,804594UK
13696,801776,801776UK
13697,890273,890273
13698,298801,298801
13699,214174,GT46
13700,802444,802444UK
13701,295650,295650
13702,807167,807167UK
13703,803982,803982UK
13704,812185,185192
13705,802746,802746UK
13706,299481,299481
13707,804043,804043UK
13708,802372,802372UK
13709,812514,192192
13710,805769,805769UK
13711,821749,878149
13712,805499,805499UK
13713,808072,808072UK
13714,802003,802003UK
13715,800026,800026UK
13716,802392,802392UK
13717,805660,805660UK
13718,807674,807674UK
13719,812753,325432
13720,417128,417128
13721,809600,809600
13722,802068,802068UK
13723,810555,810555
13724,296997,296997
13725,299482,299482
13726,298856,298856
13727,808197,808197UK
13728,800033,800033UK
13729,890310,890310
13730,802118,802118UK
13731,802980,802980UK
13732,809601,809601
13733,299434,299434
13734,97634,97634
13735,820329,7218928
13736,804026,804026UK
13737,802338,17A1603-1
13738,809041,809041
13739,821792,7240090
13740,822046,7251652
13741,890001,890001
13742,802393,802393UK
13743,802087,802087UK
13744,805657,805657UK
13745,802974,802974UK
13746,807059,807059UK
13747,803949,803949UK
13748,807682,807682UK
13749,803474,803474UK
13750,299210,299210
13751,295652,295652
13752,803448,803448UK
13753,960911,960911
13754,800574,800574UK
13755,890261,890261
13756,820989,191443
13757,179329,179329
13758,899000,899000
13759,803314,803314UK
13760,807292,807292UK
13761,806868,806868UK
13762,821756,7244589
13763,812917,751073
13764,298780,298780
13765,802216,802216UK
13766,807267,807267UK
13767,807611,807611UK
13768,803832,803832UK
13769,800906,800906UK
13770,807161,807161UK
13771,812916,751071
13772,298722,298722
13773,812852,243242
13774,214177,GT47
13775,127685,127685
13776,890183,890183
13777,802218,802218UK
13778,298729,298729
13779,801327,801327UK
13780,808604,260520
13781,297015,297015
13782,802726,802726UK
13783,179248,GT7
13784,296624,296624
13785,822602,192336
13786,803139,803139UK
13787,295277,295277
13788,282509,282509
13789,812101,191192
13790,850060,850060
13791,298691,298691
13792,821075,191701
13793,298626,298626
13794,810552,141290
13795,802350,802350UK
13796,800478,800478UK
13797,800027,800027UK
13798,801846,801846UK
13799,890217,890217
13800,812515,148337
13801,820480,7221506
13802,417126,417126
13803,238046,238046
13804,900231,T938
13805,808185,808185UK
13806,807672,807672UK
13807,801458,801458UK
13808,820915,191439
13809,821752,7244585
13810,295248,295248
13811,805675,805675UK
13812,801967,801967UK
13813,812463,751047
13814,298804,298804
13815,299254,299254
13816,802117,802117UK
13817,818898,960651
13818,816162,17A2096
13819,803579,803579UK
13820,822197,822197
13821,850160,850160
13822,802846,802846UK
13823,803840,803840UK
13824,808646,808646
13825,820523,7221501
13826,807042,807042UK
13827,803428,803428UK
13828,226331,226331
13829,900576,239
13830,805962,805962UK
13831,297417,297417
13832,802845,802845UK
13833,807484,807484UK
13834,801061,801061UK
13835,802750,802750UK
13836,298803,298803
13837,808441,260186-1
13838,805674,805674UK
13839,298727,298727
13840,802142,802142UK
13841,805121,805121UK
13842,821317,7238233
13843,803187,803187UK
13844,299321,G08811
13845,803591,803591UK
13846,822186,7250389
13847,803703,803703UK
13848,820330,7221395
13849,810565,810565
13850,214133,GT42
13851,802744,802744UK
13852,179390,179390
13853,812097,191262
13854,801060,801060UK
13855,299435,299435
13856,804294,804294UK
13857,295222,295222
13858,812286,190202
13859,G08914,G08914
13860,811474,T149
13861,214184,214184
13862,807295,807295UK
13863,811640,811640UK
13864,803791,803791
13865,807927,807927UK
13866,800302,800302UK
13867,298694,298694
13868,282559,282559
13869,890282,890282
13870,EGG0095,140490
13871,801483,801483UK
13872,802219,802219UK
13873,812095,191402
13874,820177,820177
13875,804813,804813UK
13876,807969,807969UK
13877,802745,802745UK
13878,807118,807118UK
13879,179245,179245
13880,840352,481541
13881,800043,800043UK
13882,805676,805676UK
13883,822075,7250515
13884,820365,192242
13885,214313,214313
13886,812580,812580
13887,812318,474116
13888,804762,804762UK
13889,298695,298695
13890,819859,K952101
13891,801699,801699UK
13892,299477,299477
13893,802395,802395UK
13894,812283,185202
13895,812160,191139
13896,812301,812301
13897,820707,191651
13898,298353,298353
13899,812870,257186
13900,801316,801316UK
13901,EGG0149,T751
13902,802167,802167UK
13903,802600,802600UK
13904,898786,898786
13905,298829,298829
13906,214178,GT48
13907,298725,298725
13908,820604,7224294
13909,804295,804295UK
13910,821813,7247651
13911,820205,7216987
13912,298693,298693
13913,297643,297643
13914,EGG0092,140360
13915,806694,806694UK
13916,297715,297715
13917,912697,191249
13918,822084,7250516
13919,299234,299234
13920,297452,297452
13921,808649,808649
13922,812098,191323
13923,808016,808016UK
13924,802376,802376UK
13925,801461,801461UK
13926,807833,807833UK
13927,299322,G08810
13928,900108,900108
13929,900021,963321
13930,812703,207558
13931,821152,557128
13932,803247,803247UK
13933,807521,807521UK
13934,802281,802281UK
13935,802143,802143UK
13936,298726,298726
13937,850200,850200
13938,298828,298828
13939,812096,191212
13940,802213,802213UK
13941,812523,151624
13942,821828,7246327
13943,297451,297451
13944,803429,803429UK
13945,805771,805771UK
13946,807040,807040UK
13947,820752,557120
13948,417129,417129
13949,803827,803827UK
13950,802396,802396UK
13951,EGG0263,T969
13952,821529,678101
13953,298690,298690
13954,875076,875076
13955,822090,481973
13956,298728,298728
13957,802455,802455UK
13958,800401,800401UK
13959,298476,298476
13960,812319,474186
13961,11548,X11548
13962,812578,149512
13963,800402,800402UK
13964,802019,802019UK
13965,812174,191257
13966,802020,802020UK
13967,179363,179363
13968,10131,T167
13969,810178,630105
13970,808227,808227UK
13971,875069,875069
13972,812985,191185
13973,802018,802018UK
13974,810672,313268
13975,802021,802021UK
13976,804853,804853UK
13977,840343,191500
13978,850155,850155
13979,802755,802755UK
13980,808686,260290-1
13981,179233,179233
13982,808667,808667
13983,811675,200301
13984,298712,298712
13985,299239,299239
13986,801766,801766UK
13987,299331,299331
13988,807838,807838UK
13989,812102,260245
13990,821450,7239681
13991,900577,240
13992,821213,7237404
13993,808054,808054UK
13994,806668,806668UK
13995,804238,804238UK
13996,803872,803872UK
13997,801944,801944UK
13998,806450,806450UK
13999,801118,801118UK
14000,803220,803220UK
14001,807749,807749UK
14002,807105,807105UK
14003,890372,890372
14004,800935,800935UK
14005,805411,805411UK
14006,822637,
14007,TST001,TST001
14008,805110,805110UK
14009,805486,805486UK
14010,820154,671157
14011,800569,800569UK
14012,804147,804147UK
14013,821515,7240127
14014,802952,802952UK
14015,282035,282035
14016,801610,801610UK
14017,807348,807348UK
14018,806532,806532UK
14019,801258,801258UK
14020,807006,807006UK
14021,800080,800080UK
14022,299485,299485
14023,807652,807652UK
14024,281785,281785
14025,800380,800380UK
14026,808191,808191
14027,804142,804142UK
14028,806293,806293UK
14029,800173,800173UK
14030,803304,803304UK
14031,803778,803778UK
14032,807434,807434UK
14033,800538,800538UK
14034,800492,800492UK
14035,805342,805342UK
14036,807190,807190UK
14037,800482,800482UK
14038,179598,570220
14039,296454,GT425
14040,806638,806638UK
14041,801156,801156UK
14042,806194,806194UK
14043,822364,995122
14044,805885,805885UK
14045,800611,800611UK
14046,802714,802714UK
14047,801923,801923UK
14048,804582,804582UK
14049,802589,802589UK
14050,244861,T140
14051,803571,803571UK
14052,802842,802842UK
14053,800829,800829UK
14054,806256,806256UK
14055,800442,800442UK
14056,805633,805633
14057,806195,806195UK
14058,820408,7220415
14059,802945,802945UK
14060,296528,296528
14061,95008,95008
14062,803451,803451UK
14063,806017,806017UK
14064,804824,804824
14065,821313,
14066,890333,890333
14067,808074,808074UK
14068,298717,298717
14069,801882,801882UK
14070,807340,807340UK
14071,803287,803287UK
14072,808111,808111UK
14073,802237,802237UK
14074,821407,821407
14075,806460,806460UK
14076,803598,803598UK
14077,820350,7221339
14078,805718,805718UK
14079,807693,807693UK
14080,214305,214305
14081,812781,812781
14082,808775,808775
14083,245129,245129
14084,808169,808169UK
14085,805690,805690UK
14086,807849,807849UK
14087,812811,812811
14088,840366,185139
14089,807288,807288UK
14090,822713,7261992
14091,810791,308817
14092,800594,800594UK
14093,214067,214067
14094,809006,260141-2
14095,800799,800799UK
14096,800566,800566UK
14097,821823,821823
14098,808041,808041UK
14099,807034,807034UK
14100,820951,691905
14101,800571,800571UK
14102,805124,805124UK
14103,802886,802886UK
14104,806292,806292UK
14105,804987,804987UK
14106,804493,804493UK
14107,821457,191108
14108,800203,800203UK
14109,821414,191724
14110,960261,960261
14111,803264,803264UK
14112,804985,804985UK
14113,296176,296176
14114,822584,557255
14115,802781,802781UK
14116,806966,806966UK
14117,802704,802704UK
14118,807734,807734UK
14119,800779,800779UK
14120,806896,806896UK
14121,812702,192118
14122,800568,800568UK
14123,800465,800465UK
14124,ZGAS9H,ZGAS9H
14125,802748,802748UK
14126,809163,481301
14127,804716,804716UK
14128,890318,890318
14129,95093,95093
14130,800531,800531UK
14131,282115,282115
14132,803125,803125UK
14133,281775,281775
14134,812805,812805
14135,THM0026,4250801
14136,805071,805071UK
14137,807689,807689UK
14138,803382,803382UK
14139,296421,140990
14140,806600,806600UK
14141,804274,804274UK
14142,821988,185154
14143,299283,299283
14144,805892,805892UK
14145,808272,808272UK
14146,808561,808561
14147,875102,875102
14148,299180,299180
14149,807344,807344UK
14150,820529,691039
14151,800629,800629UK
14152,801262,801262UK
14153,801643,801643UK
14154,803677,803677UK
14155,805569,805569UK
14156,800784,800784UK
14157,810641,309847
14158,800649,800649UK
14159,804255,804255UK
14160,808725,808725
14161,801820,801820UK
14162,801722,801722UK
14163,800441,800441UK
14164,807730,807730UK
14165,147825,147825
14166,808337,808337UK
14167,801329,801329UK
14168,800943,800943UK
14169,801234,801234UK
14170,805651,805651UK
14171,822041,822041
14172,801721,801721UK
14173,806103,806103UK
14174,THM0012,THM0012
14175,804074,804074UK
14176,808326,808326UK
14177,821567,7240091
14178,812280,185186
14179,807655,807655UK
14180,820898,191113
14181,800835,800835UK
14182,802675,802675UK
14183,802703,802703UK
14184,822497,7262726
14185,805549,805549UK
14186,812120,44560
14187,801618,801618UK
14188,804535,804535UK
14189,804369,804369UK
14190,800074,800074UK
14191,821182,821182
14192,295208,295208
14193,820207,7218937
14194,800607,800607UK
14195,810848,50255
14196,805069,805069UK
14197,808078,808078UK
14198,802999,802999UK
14199,804254,804254UK
14200,807802,807802UK
14201,801350,801350UK
14202,298315,298315
14203,76391,76391
14204,806164,806164UK
14205,807018,807018UK
14206,803811,803811UK
14207,805123,805123
14208,800263,800263UK
14209,807394,807394UK
14210,805542,805542UK
14211,806062,806062UK
14212,822492,678187
14213,806280,806280UK
14214,800722,800722UK
14215,2202061,2202061UK
14216,806053,806053UK
14217,805990,805990UK
14218,802590,802590UK
14219,803040,803040UK
14220,800785,800785UK
14221,822203,335111
14222,805901,805901UK
14223,810260,751525
14224,812249,474129
14225,800477,800477
14226,820786,820786
14227,803509,803509UK
14228,802930,802930UK
14229,801144,801144UK
14230,10532,10532
14231,802856,802856UK
14232,808032,808032UK
14233,805886,805886UK
14234,801490,801490UK
14235,822267,7250261
14236,800474,800474
14237,800733,800733UK
